part,resource,sequence,tool_number,tool_description
D12943,415,6,65,3/8 .375 CARBIDE DRILL
D12943,415,7,43,.593 CARBIDE FLAT BOTTOM DRILL
D12943,415,8,83,"13/32"" CARBIDE DRILL"
D12943,415,9,35,"1.0"" 90 DEGREE SPOT DRILL"
D12943,415,10,7,1/2-13 ROLL FORM TAP
D12943,415,11,33,3.002 DIA. BORING BAR
D12945-78,340,1,115,"1/2"" CARBIDE ROUGHER OP2 G54"
D12945-78,340,2,43,"1/2"" CARBIDE END MILL-FINISHER OP2 G54"
D12945-78,340,3,102,"1.0"" NC SPOT DRILL OP2 G56 B90"
D12945-78,340,4,2,5/16 DRILL OP2 G56 B90
D12945-78,340,5,44,"3/8"" CARBIDE END MILL-FINISHER OP2 G56 B90"
D12945-78,340,6,56,3/8-16 TAP OP2 G56 B90
D12945-78,340,7,47,"1/4"" .250 CARBIDE END MILL OP2 G56 B90"
D12945-78,340,8,115,"1/2"" CARBIDE ROUGHER OP1 G54"
D12945-78,340,9,41,"5/8 FLAT ENDMILL,  ROUGHER OP1 G56"
D12945-78,340,10,43,"1/2"" CARBIDE END MILL-FINISHER OP1 G54"
D12945-78,340,11,40,"5/8 FLAT ENDMILL, FINISHER OP1 G56"
D12945-78,340,12,102,"1.0"" NC SPOT DRILL G57 OP1 B270"
D12945-78,340,13,2,5/16 DRILL G57 OP1 B270
D12945-78,340,14,44,"3/8"" CARBIDE END MILL-FINISHER G57 OP1 B270"
D12945-78,340,15,56,3/8-16 TAP G57 OP1 B270
D12945-78,340,16,47,"1/4"" .250 CARBIDE END MILL OP1 G57 OP1 B270"
D12948-48,340,1,25,"1.25"" LONG TURBO MILL B0"
D12948-48,340,2,24,"4.0"" FACE MILL B90"
D12948-48,340,3,101,"1.0"" LONG CARBIDE END MILL B0"
D12948-48,340,4,27,"11/16"" .687 CARB. DRILL B0"
D12948-48,340,5,48,".460"" CARB. DRILL B270"
D12948-48,340,6,64,".500"" CARB. DRILL B270"
D12948-48,340,7,102,"1.0"" NC SPOT DRILL B0"
D12948-48,340,8,58,1/2-13 TAP B90
D12948-48,340,9,89,"3/4-16"" TAP B0"
D12948-54,340,1,25,"1.25"" LONG TURBO MILL B0"
D12948-54,340,2,101,"1.0"" LONG CARB. E/M B0"
D12948-54,340,3,24,"4.0"" FACE MILL B90"
D12948-54,340,4,27,"11/16"" - .687 CARB.DRILL B0"
D12948-54,340,5,64,.500 CARB.DRILL B270
D12948-54,340,6,48,".460"" CARB.DRILL B270"
D12948-54,340,7,102,"1"" X 120 DEG. SPOT DRILL B0"
D12948-54,340,8,58,1/2-13 TAP B90
D12948-54,340,9,89,"3/4-16"" TAP B0"
D12948-60,340,1,25,"1.25"" LONG TURBO MILL B0"
D12948-60,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12948-60,340,3,24,"4.0"" FACE MILL B90"
D12948-60,340,4,27,"11/16"" SPADE DRILL B0"
D12948-60,340,5,102,"1.0"" NC SPOT DRILL B0"
D12948-60,340,6,48,"27/64"" DRILL B270"
D12948-60,340,7,58,1/2-13 TAP B90
D12948-60,340,8,64,"15/32"" DRILL B270"
D12948-60,340,9,42,.490 STAB END MILL B90
D12948-60,340,10,50,"1/2"" P.F. REAMER B270"
D12948-60,340,11,89,"3/4-16"" TAP B0"
D12948-66,340,1,25,"1.25"" LONG TURBO MILL B0"
D12948-66,340,2,101,"1.0"" LONG CARBIDE ENDMILL G54 B0"
D12948-66,340,3,24,"4.0"" DIA. FACEMILL G55 B90"
D12948-66,340,4,27,"11/16"" CARB. DRILL G54 B0"
D12948-66,340,5,64,.500 CARB. DRILL
D12948-66,340,6,48,.460 CARB. DRILL G56 B270 1/2-13 TAPPED HOLES
D12948-66,340,7,102,"1"" X 120 DEGREE SPOT DRILL 3/4-16 TAPPED HOLES"
D12948-66,340,8,58,1/2-13 TAP G55 B90
D12948-66,340,9,89,3/4-16 TAP G54 B0
D12948-72,340,1,25,"1.25"" LONG TURBO MILL B0"
D12948-72,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12948-72,340,3,24,"4.0"" FACE MILL B90"
D12948-72,340,4,27,"11/16"" SPADE DRILL B0"
D12948-72,340,5,48,".460"" CARB. DRILL B270"
D12948-72,340,6,64,".500"" CARB. DRILL B270"
D12948-72,340,7,102,"1.0"" NC SPOT DRILL B0"
D12948-72,340,8,58,1/2-13 TAP B90
D12948-72,340,9,89,"3/4-16"" TAP B0"
D12948-78,340,1,25,"1.25"" TURBO MILL G54 B0"
D12948-78,340,2,101,"1.0"" LONG CARBIDE ENDMILL G54 B0"
D12948-78,340,3,24,"4.0"" DIA. FACEMILL G55 B90"
D12948-78,340,4,27,".687"" CARB.DRILL G54 B0"
D12948-78,340,5,48,.460 CARB.DRILL G56 B270 1/2-13 TAPPED HOLES
D12948-78,340,6,64,.500 CARB.DRILL G56 B270
D12948-78,340,7,102,"1"" 120 DEGREE SPOT DRILL G54 B0 3/4-16 TAPPED HOLES"
D12948-78,340,8,58,1/2-13 FORM.TAP G55 B90
D12948-78,340,9,89,3/4-16 TAP G54 B0
D12950-54,340,1,25,"1.25"" LONG TURBO MILL B0"
D12950-54,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12950-54,340,3,24,"4.0"" FACEMILL ROUGH FACES B90"
D12950-54,340,4,27,"11/16"" -.687 CARB. DRILL B0"
D12950-54,340,5,102,"1.0"" NC SPOT DRILL B0"
D12950-54,340,6,48,"27/64"" DRILL B270"
D12950-54,340,7,58,"1/2-13"" TAP B90"
D12950-54,340,8,64,"15/32"" CARB.DRILL B270"
D12950-54,340,9,42,.490 STAB END MILL B90
D12950-54,340,10,50,"1/2"" P.F. REAMER B270"
D12950-54,340,11,89,3/4 16 TAP THRU B0
D12950-60,340,1,25,"1.25"" LONG TURBO MILL B0"
D12950-60,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12950-60,340,3,24,"4.0"" FACEMILL ROUGH FACES B90"
D12950-60,340,4,27,"11/16"" SPADE DRILL B0"
D12950-60,340,5,4,11/16 H.S.S. DRILL B0
D12950-60,340,6,102,"1.0"" NC SPOT DRILL B0"
D12950-60,340,7,48,"27/64"" DRILL B270"
D12950-60,340,8,58,"1/2-13"" TAP B90"
D12950-60,340,9,64,"15/32"" DRILL B270"
D12950-60,340,10,42,.490 STAB END MILL B90
D12950-60,340,11,50,"1/2"" P.F. REAMER B270"
D12950-60,340,12,89,3/4 16 TAP THRU B0
D12950-72,340,1,25,"1.25"" LONG TURBO MILL B0"
D12950-72,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12950-72,340,3,24,"4.0"" FACEMILL ROUGH FACES B90"
D12950-72,340,4,27,"11/16"" CARB. DRILL B0"
D12950-72,340,5,102,"1.0"" NC SPOT DRILL B0"
D12950-72,340,6,48,"27/64"" CARB. DRILL B270"
D12950-72,340,7,58,"1/2-13"" TAP B90"
D12950-72,340,8,64,".496"" CARB. DRILL B270"
D12950-72,340,9,50,"1/2"" P.F. REAMER B270"
D12950-72,340,10,89,3/4-16 TAP THRU B0
D12953,340,1,82,"2.97"" KENNAMETAL DRILL OP2"
D12953,340,2,19,"3"" FACE MILL OP2 ROUGH 4.4995"""
D12953,340,3,102,"1.0"" NC SPOT DRILL OP2"
D12953,340,4,46,"17/32"" DRILL OP2"
D12953,340,5,11,"1/2"" C'BORE OP2"
D12953,340,6,64,"31/64"" .484 HSS DRILL OP2"
D12953,340,7,4,.484 HSS DRILL
D12953,340,8,50,"1/2"" S.F.REAMER OP2"
D12953,340,9,43,"1/2"" CARBIDE FINISHER"
D12953,340,10,8,"1.03""  CHAMFER MILL OP2"
D12953,340,11,80,"4.4995"" BORING BAR OP3"
D12953,340,12,79,"3.4995"" BORING BAR OP3"
D12953,340,13,29,"1.25"" TURBO MILL OP3 ROUGH 3.4995"""
D12953,340,14,101,"1.0"" LONG CARBIDE END MILL OP3"
D12953,340,15,80,"4.4995"" BORING BAR OP3"
D12953,340,16,79,"3.4995"" BORING BAR OP3"
D12953,340,17,8,"1.03""  CHAMFER MILL OP3"
D12953,340,18,102,"1.0"" NC SPOT DRILL OP3"
D12953,340,19,24,"4.0"" FACEMILL OP1"
D12953,340,20,67,"11/32""  DRILL OP1"
D12953,340,21,91,.343 LONG CARB. DRILL 1/8-27 NPT
D12953,340,22,48,"27/64"" DRILL"
D12953,340,23,102,"1.0"" NC SPOT DRILL OP1"
D12953,340,24,58,1/2-13 TAP
D12953,340,25,62,"1/8-27"" NPT OP1"
D12954,340,1,82,"2.97"" KENNAMETAL DRILL OP2"
D12954,340,2,29,"1.25"" TURBO MILL OP2 ROUGH 4.4995"""
D12954,340,3,102,"1.0"" NC SPOT DRILL OP2"
D12954,340,4,46,"17/32"" DRILL OP2"
D12954,340,5,11,.812 CARB. INDEXABLE DRILL
D12954,340,6,64,"31/64"" .484 HSS DRILL OP2"
D12954,340,7,4,31/64 HSS DRILL
D12954,340,8,50,"1/2"" S.F.REAMER OP2"
D12954,340,9,43,"1/2"" CARBIDE"
D12954,340,10,8,"1.03""  CHAMFER MILL OP2"
D12954,340,11,29,"1.25"" TURBO MILL OP3 ROUGH 3.4995"""
D12954,340,12,101,"1.0"" LONG CARBIDE END MILL OP3"
D12954,340,13,80,"4.4995"" BORING BAR OP3"
D12954,340,14,79,"3.4995"" BORING BAR OP3"
D12954,340,15,8,"1.03""  CHAMFER MILL OP3"
D12954,340,16,102,"1.0"" NC SPOT DRILL OP3"
D12954,340,17,19,"3.0"" FACEMILL OP1"
D12954,340,18,102,"1.0"" NC SPOT DRILL OP1"
D12954,340,19,67,"11/32""  DRILL OP1"
D12954,340,20,89,"11/32"" GUN DRILL B0 1/8-27"""
D12954,340,21,62,"1/8-27"" NPT OP1"
D12956,340,1,37,"2-1/2"" SPADE DRILL ""E"""
D12956,340,2,29,"1.25"" TURBO MILL"
D12956,340,3,35,"25/32"" SPADE DRILL ""A"""
D12956,340,4,36,"21/32"" SPADE DRILL ""W"""
D12956,340,5,102,"1.0"" NC SPOT DRILL ""A"""
D12956,340,6,3,"#7 HSS DRILL ""B"""
D12956,340,7,2,"5/16"" DRILL  ""C"""
D12956,340,8,118,"Q .332""  DRILL ""L"""
D12956,340,9,67,"11/32"" DRILL  ""H"""
D12956,340,10,46,"17/32"" DRILL ""P"""
D12956,340,11,11,"1/2"" C'BORE ""P"""
D12956,340,12,64,"31/64"" HSS DRILL ""R"""
D12956,340,13,42,".490 STAB END MILL ""R"""
D12956,340,14,50,"1/2"" S.F. REAMER ""R"""
D12956,340,15,7,"3/4"" REAMER ""Y"""
D12956,340,16,55,"1/4-20 TAP ""B"""
D12956,340,17,56,"3/8-16 TAP ""C"""
D12956,340,18,12,"3/8-24 TAP  ""L"""
D12956,340,19,62,"1/8-27""  NPT ""H"""
D12956,340,20,52,"3/4-10 TAP ""W"""
D12956,340,21,101,"1.0"" LONG CARBIDE END MILL"
D12956,340,22,80,"4.2495"" BORING BAR ""J"""
D12956,340,23,75,"2.5015"" BORING BAR ""M"""
D12956,340,24,79,"3.4995"" BORING BAR ""U"""
D12956,340,25,8,"1.03""  CHAMFER MILL"
D12956,340,26,24,"4.0"" FACE MILL OP1 B0 ROUGH"
D12956,340,27,102,"1.0"" NC SPOT DRILL OP1 B0"
D12956,340,28,48,"27/64"" DRILL OP1 B180"
D12956,340,29,58,1/2-13 TAP OP1 B180
D12956,340,30,67,"11/32"" DRILL OP1 B0"
D12956,340,31,89,"11/32"" GUN DRILL B0 1/8-27"""
D12956,340,32,115,"1/2"" CARBIDE OP1 B0"
D12956,340,33,62,"1/8-27""  NPT OP1 B0"
D12956,340,34,8,"1.03""  CHAMFER MILL OP1 B0"
D12957,340,1,37,"2-1/2"" SPADE DRILL ""T"""
D12957,340,2,37,"2-15/32"" SPADE DRILL ""K"" ""V"""
D12957,340,3,29,"1.25"" TURBO MILL"
D12957,340,4,35,"25/32"" SPADE DRILL ""A"""
D12957,340,5,102,"1.0"" NC SPOT DRILL ""A"""
D12957,340,6,2,"5/16"" DRILL  ""B"""
D12957,340,7,3,"#7 HSS DRILL ""C"""
D12957,340,8,46,"17/32"" DRILL ""D"""
D12957,340,9,67,"11/32""  DRILL  ""F"""
D12957,340,10,64,"31/64"" HSS DRILL ""N"""
D12957,340,11,56,"3/8-16 TAP  ""B"""
D12957,340,12,55,"1/4-20 TAP ""C"""
D12957,340,13,53,"5/8-11 TAP ""D"""
D12957,340,14,11,"1/2"" C'BORE ""M"""
D12957,340,15,42,".490 STAB END MILL ""N"""
D12957,340,16,50,"1/2"" S.F. REAMER ""N"""
D12957,340,17,101,"1.0"" LONG CARBIDE END MILL"
D12957,340,18,99,.375 CARBIDE END MILL
D12957,340,19,44,"3/8"" CARBIDE END MILL"
D12957,340,20,80,"4.2495"" BORING BAR ""H"""
D12957,340,21,75,"2.5015"" BORING BAR ""K"" ""V"""
D12957,340,22,79,"3.4995"" BORING BAR ""P"""
D12957,340,23,8,"1.03""  CHAMFER MILL"
D12961-36,340,1,25,"1.25"" TURBO MILL B0"
D12961-36,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12961-36,340,3,24,"4.0"" FACEMILL B90"
D12961-36,340,4,93,21/32 CARB. DRILL B0
D12961-36,340,5,27,11/16 .687 CARB. DRILL B0
D12961-36,340,6,48,.460 CARB. DRILL B270
D12961-36,340,7,64,".496"" CARB. DRILL B270"
D12961-36,340,8,102,"1.0"" NC SPOT DRILL B0"
D12961-36,340,9,58,1/2-13 TAP B90
D12961-36,340,10,50,"1/2"" P.F. REAMER B270"
D12961-36,340,11,52,3/4-10 TAP B0
D12961-36,340,12,89,"3/4-16"" TAP B0"
D12962,340,1,24,"4.0"" FACEMILL B0"
D12962,340,2,32,"1-1/32"" SPADE DRILL B90"
D12962,340,3,28,"1.0"" TURBO MILL B90"
D12962,340,4,8,45' CHAMFER MILL B90
D12962,340,5,27,11/16 CARB. DRILL B90
D12962,340,6,36,"39/64"" SPADE DRILL B0"
D12962,340,7,93,"21/32"" CARB. DRILL B0"
D12962,340,8,102,"1.0"" NC SPOT DRILL B0"
D12962,340,9,34,"3/4"" STABBER B90"
D12962,340,10,40,"5/8"" STABBER B0"
D12962,340,11,51,"5/8"" P.F. REAMER B0"
D12962,340,12,7,"3/4"" S.F. REAMER B90"
D12962,340,13,52,3/4-10 TAP B0
D12963-36,340,1,25,"1.25"" LONG TURBO MILL B0"
D12963-36,340,2,101,"1.0"" LONG CARBIDE END MILL B0"
D12963-36,340,3,24,"4.0"" FACEMILL B90"
D12963-36,340,4,93,"21/32"" CARB. DRILL B0"
D12963-36,340,5,27,"11/16"" - .687"" CARB. DRILL B0"
D12963-36,340,6,48,".460"" CARB. DRILL B270"
D12963-36,340,7,64,".496"" CARB. DRILL B90"
D12963-36,340,8,102,"1.0"" NC SPOT DRILL B0"
D12963-36,340,9,58,1/2-13 FORM. TAP B90
D12963-36,340,10,50,"1/2"" P.F. REAMER B270"
D12963-36,340,11,52,3/4-10 TAP B0
D12963-36,340,12,89,"3/4-16"" TAP B0"
D12994,415,1,39,11/32 .343 CARBIDE DRILL
D12994,415,2,65,3/8 .375 CARBIDE DRILL
D12994,415,3,35,"1.0"" 90 DEGREE SPOT DRILL"
D12994,415,4,12,3/8-16 ROLL FORM TAP
D12994,415,5,61,21/64 .328 CARBIDE DRILL
D12994,415,6,52,1.25 TURBO MILL
D12994,415,7,20,1.220 DIA. INSERT DRILL
D12994,415,8,88,5.7 MM .224 CARBIDE DRILL
D12994,415,9,87,11.7 MM .460 CARBIDE DRILL
D12994,415,10,35,"1.0"" 90 DEGREE SPOT DRILL"
D12994,415,11,38,1/4-20 ROLL FORM TAP
D12994,415,12,7,1/2-13 ROLL FORM TAP
D12994,415,13,70,"3/8"" .375 CARBIDE ENDMILL"
D12994,415,14,3,45 DEGREE CHAMFER TOOL C.C. .4700
D12994,415,15,45,3/4 CARBIDE ENDMILL
D12994,415,16,73,1/4 CARBIDE ENDMILL
D12994,415,17,24,1.252 DIA. REAMER
D12994,415,18,34,3.936 - 3.937 DIA. BORING BAR
D13038,410,1,1,PROBE
D13038,410,2,37,#5 CENTER DRILL B0
D13038,410,3,42,"17/32"" LOMG HSS DRILL B0"
D13038,410,4,45,"1/2"" C'BORE B0"
D13038,410,5,18,"4.0"" MITSUBISHI"
D13038,410,6,114,"2.06"" SPADE DRILL B0"
D13038,410,7,104,"2.25"" CARBIDE DRILL B90"
D13038,410,8,99,"3/4"" LONG FLUTE END MILL B0"
D13038,410,9,37,#5 CENTER DRILL B0
D13038,410,10,86,"5/16"" HSS DRILL B0"
D13038,410,11,56,"3/8-16"" TAP B0"
D13038,410,12,82,# 7 HSS DRILL B90 1/4-20
D13038,410,13,54,"1/4-20"" TAP B90"
D13038,410,14,19,45' CHAMFER TOOL B90
D13038,410,15,34,"2.4411"" BOR BAR B90"
D13110,415,1,90,PROBE
D13110,415,2,19,"3.0"" FACE MILL B0"
D13110,415,3,44,"17/32"" CARBIDE DRILL B270"
D13110,415,4,35,"1.0"" SPOT DRILL B0"
D13148,340,1,82,"2.47 OTM DRILL ""J"""
D13148,340,2,82,"3.965"" REVOLUTION DRILL ""G"""
D13148,340,3,82,"2.965"" REVOLUTION DRILL ""N"""
D13148,340,4,29,"1.25"" TURBO MILL"
D13148,340,5,35,"25/32"" SPADE DRILL ""A"""
D13148,340,6,2,.346 CARB. DRILL -B-
D13148,340,7,3,.225 CARB. DRILL -C-
D13148,340,8,46,"17/32"" DRILL ""D"""
D13148,340,9,67,"11/32""  DRILL  ""F"""
D13148,340,10,64,.496 CARB. DRILL -N-
D13148,340,11,11,.812 CARB. F.B. DRILL -M-
D13148,340,12,102,"1.0"" NC SPOT DRILL ""A"""
D13148,340,13,56,"3/8-16 TAP  ""B"""
D13148,340,14,55,"1/4-20 TAP ""C"""
D13148,340,15,53,"5/8-11 TAP ""D"""
D13148,340,16,50,"1/2"" S.F. REAMER ""N"""
D13148,340,17,101,"1.0"" LONG CARBIDE END MILL"
D13148,340,18,80,"4.2495"" BORING BAR ""H"""
D13148,340,19,75,"2.5015"" BORING BAR ""J"""
D13148,340,20,79,"3.4995"" BORING BAR ""P"""
D13148,340,21,8,"1.03""  CHAMFER MILL"
D13149,340,1,82,"2.47"" OTM DRILL ""M"""
D13149,340,2,29,"1.25"" TURBO MILL"
D13149,340,3,35,"25/32"" SPADE DRILL ""A"""
D13149,340,4,4,"47/64"" SPADE DRILL ""Y"""
D13149,340,5,93,"21/32"" SPADE DRILL ""W"""
D13149,340,6,3,.225 CARB. DRILL
D13149,340,7,2,"5/16"" DRILL  ""C"""
D13149,340,8,67,"11/32"" DRILL  ""H"""
D13149,340,9,46,"17/32"" DRILL ""P"""
D13149,340,10,11,.812 CARB. F.B. DRILL
D13149,340,11,64,.496 CARB. DRILL
D13149,340,12,102,"1.0"" NC SPOT DRILL ""A"""
D13149,340,13,50,"1/2"" S.F. REAMER ""R"""
D13149,340,14,39,3/4 STABBER
D13149,340,15,7,"3/4"" REAMER ""Y"""
D13149,340,16,55,"1/4-20 TAP ""B"""
D13149,340,17,56,"3/8-16 TAP ""C"""
D13149,340,18,62,"1/8-27""  NPT ""H"""
D13149,340,19,52,"3/4-10 TAP ""W"""
D13149,340,20,101,
D13149,340,21,80,"4.2495"" BORING BAR ""J"""
D13149,340,22,75,"2.5015"" BORING BAR ""M"""
D13149,340,23,79,"3.4995"" BORING BAR ""U"""
D13149,340,24,8,"1.03""  CHAMFER MILL"
D13149,340,25,24,"4.0"" FACE MILL OP1 B0 ROUGH"
D13149,340,26,48,.460 CARB. DRILL
D13149,340,27,67,"11/32"" DRILL OP1 B0"
D13149,340,28,91,.343 LONG CARB. DRILL 1/8-27 NPT
D13149,340,29,115,"1/2"" CARBIDE OP1 B0"
D13149,340,30,102,"1.0"" NC SPOT DRILL OP1 B0"
D13149,340,31,58,1/2-13 TAP OP1 B180
D13149,340,32,62,"1/8-27""  NPT OP1 B0"
D13149,340,33,8,"1.03""  CHAMFER MILL OP1 B0"
D1323,340,1,1,#5 C'DRILL
D1323,340,2,4,31/64 DRILL
D1323,340,3,50,1/2 S.F. REAMER
D1323,340,4,24,4.0 DIA. FACEMILL
D1323,340,5,1,#5 C'DRILL
D1323,340,6,2,5/16 DRILL
D1323,340,7,56,3/8-16 TAP
D1323,340,8,4,31/64 DRILL
D1323,340,9,50,1/2 P.F. REAMER
D13251,340,1,19,"3.0"" FACEMILL OP2"
D13251,340,2,102,"1.0"" NC SPOT DRILL OP2"
D13251,340,3,46,"17/32"" DRILL OP2"
D13251,340,4,48,"27/64"" DRILL OP2"
D13251,340,5,58,1/2-13 TAP OP2
D13251,340,6,19,"3.0"" FACEMILL OP1"
D13251,340,7,102,"1.0"" NC SPOT DRILL OP1"
D13251,340,8,2,"5/16"" DRILL OP1"
D13251,340,9,56,3/8-16 TAP OP1
D13286,350,1,1,#5 CENTER DRILL OP2
D13286,350,2,11,"5/16"" DRILL OP2"
D13286,350,3,3,3/8-16 TAP OP2
D13286,350,4,28,"4.0"" X .500"" CARBOLOY INSERT SLITTING MILL OP1"
D13286,350,5,35,"1.25"" TURBO MILL OP1"
D13313,340,1,25,"1.25"" LONG TURBO MILL OP2"
D13313,340,2,102,"1.0"" NC SPOT DRILL OP2 3/4-16"
D13313,340,3,120,"2.25"" CHAMFER MILL OP2"
D13313,340,4,37,"2.0"" SPADE DRILL OP1"
D13313,340,5,25,"1.25"" LONG TURBO MILL OP1"
D13313,340,6,35,"25/32"" SPADE DRILL OP1"
D13313,340,7,14,"3/4"" C'BORE OP1"
D13313,340,8,36,"21/32"" SPADE DRILL OP1"
D13313,340,9,102,"1.0"" NC SPOT DRILL OP1"
D13313,340,10,3,#7 HSS DRILL OP1
D13313,340,11,4,"1/4"" HSS DRILL OP1"
D13313,340,12,55,1/4-20 TAP OP1
D13313,340,13,52,3/4-10 TAP OP1
D13315-24,340,1,24,"4.0"" FACE MILL B0"
D13315-24,340,2,29,"1.25"" TURBO MILL B270"
D13315-24,340,3,102,"1.0"" NC SPOT DRILL B0"
D13315-24,340,4,48,27/64 DRILL B270
D13315-24,340,5,32,31.0 MM SPADE DRILL B90
D13315-24,340,6,65,"1.252"" REAMER B270"
D13315-24,340,7,58,1/2-13 TAP B90
D13315-24,340,8,48,27/64 DRILL B0
D13315-24,340,9,58,1/2-13 TAP B0
D13315-24,340,10,10,13/32 DRILL
D13315-24,340,11,3,#7 HSS DRILL B0
D13315-24,340,12,55,1/4-20 TAP B0
D13315-24,340,13,83,"25/32"" SPADE DRILL B0"
D13315-30,340,1,24,"4.0"" FACE MILL B0"
D13315-30,340,2,29,"1.25"" TURBO MILL B270"
D13315-30,340,3,102,"1.0"" NC SPOT DRILL B0"
D13315-30,340,4,48,27/64 DRILL B270
D13315-30,340,5,32,31.0 MM SPADE DRILL B90
D13315-30,340,6,65,"1.252"" REAMER B270"
D13315-30,340,7,58,1/2 13 TAP B90
D13315-30,340,8,10,13/32 DRILL
D13315-30,340,9,48,27/64 DRILL B0
D13315-30,340,10,58,1/2-13 TAP B0
D13315-30,340,11,3,#7 HSS DRILL B0
D13315-30,340,12,55,1/4-20 TAP B0
D13315-30,340,13,83,"25/32"" HSS DRILL B0"
D13318,340,1,25,"1.25"" LONG TURBO MILL B0"
D13318,340,2,80,"4.875"" BORING BAR B180"
D13318,340,3,78,"4.005"" BORING BAR B0"
D13318,340,4,114,"3/8"" LOLLIPOP CUTTER B180"
D13318,340,5,1,#5 CENTER DRILL B90
D13318,340,6,67,"11/32"" DRILL B90"
D13318,340,7,62,"1/8-27"" NPT B90"
D13320-48,340,1,102,"1.0"" NC SPOT DRILL OP2"
D13320-48,340,2,48,"27/64"" DRILL OP2"
D13320-48,340,3,58,1/2-13 TAP OP2
D13320-48,340,4,35,"25/32"" SPADE DRILL OP3"
D13320-48,340,5,102,"1.0"" NC SPOT DRILL OP3"
D13320-48,340,6,4,"1/4"" HSS DRILL OP3"
D13320-48,340,7,14,"3/4"" C'BORE OP3"
D13320-48,340,8,49,"3/4"" STABBER OP3"
D13320-48,340,9,7,"3/4"" P.F. REAMER OP3"
D13320-48,340,10,31,"1-1/2"" SPADE DRILL OP1"
D13320-48,340,11,32,"1.0"" SPADE DRILL OP1"
D13320-48,340,12,110,"1.25"" LONG END MILL OP1"
D13320-48,340,13,8,45 CHAMFER MILL OP1
D13320-48,340,14,102,"1.0"" NC SPOT DRILL OP1"
D13320-48,340,15,2,"5/16"" DRILL OP1"
D13320-48,340,16,56,3/8-16 TAP OP1
D13360,340,1,94,"45 DEGREE INGERSOL CHAMFER TOOL FOR ""E"" HOLES"
D13360,340,2,93,".656 X 8 TIMES CARB. DRILL  ""E"" HOLES"
D13360,340,3,52,"3/4-10 TAP ""E"" HOLES"
D13360,340,4,3,".225 CARB. DRILL ""A"" HOLES"
D13360,340,5,2,".346 CARB. DRILL  ""B"" HOLES"
D13360,340,6,9,"3/8"" CARB. DRILL ""D"" HOLES"
D13360,340,7,102,"1.0"" 90 DEGREE SPOT DRILL ""A"" HOLES"
D13360,340,8,56,"3/8-16 TAP ""B"" HOLES"
D13360,340,9,55,"1/4-20 TAP ""A"" HOLES"
D13360,340,10,24,4.0 FACE MILL
D13360,340,11,27,.687 CARB.DRILL FOR CLAMPING
D13360,340,12,90,"1.0"" CARB. DRILL *COUNTERDRILL ""E"" HOLES 1.50 DEEP"
D13360,340,13,29,"1.25"" TURBO MILL *ROUGH 2.002 WIDE SLOTS"
D13360,340,14,39,"3/4"" CARBIDE ENDMILL *FINISH 2.002 WIDE SLOTS*"
D13360,340,15,48,".460"" CARB.DRILL ""F"" HOLES"
D13360,340,16,102,"1.0"" 120 DEGREE SPOT DRILL  ""F"" HOLES"
D13360,340,17,58,"1/2-13 TAP ""F"" HOLES"
D13360,340,18,94,"45 DEGREE INGERSOL CHAMFER TOOL FOR ""E"" HOLES"
D13376,340,1,19,"3.0"" FACEMILL B90"
D13376,340,2,35,".754"" SPADE DRILL B270"
D13376,340,3,32,"1-1/32"" SPADE DRILL B90"
D13376,340,4,1,"1.0"" NC SPOT DRILL B270"
D13376,340,5,2,5/16 DRILL B90
D13376,340,6,56,3/8-16 TAP B270
D13385,415,1,90,RENISHAW PROBE
D13385,415,2,74,1.25 TURBO MILL B0
D13385,415,3,34,"4.875"" BOR BAR B180"
D13385,415,4,33,"4.005"" BOR BAR B0"
D13385,415,5,1,#5 CENTER DRILL B90
D13385,415,6,39,"11/32"" HSS DRILL B90"
D13385,415,7,27,1/8-27 NPT TAP B90
D13385,415,8,20,"3/8"" LOLLIPOP B0 / .1875 C.C."
D13385,415,9,1,#5 CENTER DRILL B0
D13385,415,10,10,#7 HSS DRILL B180
D13385,415,11,38,"1/4-20"" TAP B0"
D13445,415,1,76,.813 DIA. SUMO FLAT BOTTOM INSERT DRILL
D13445,415,2,43,.595 DIA. SUMO FLAT BOTTOM INSERT DRILL
D13445,415,3,35,"1.0"" 90 DEGREE SPOT DRILL"
D13445,415,4,52,1.25 DIA. TURBO MILL
D13445,415,5,80,1.0 DIA. CARBIDE ENDMILL
D13445,415,6,3,45 DEGREE CHAMFER TOOL C.C. .4700
D13445,415,7,3,
D13445,415,8,39,11/32 CARBIDE DRILL LONG
D13445,415,9,87,11.7 MM .460 CARBIDE DRILL
D13445,415,10,35,"1.0"" 90 DEGREE SPOT DRILL"
D13445,415,11,7,1/2-13 ROLL FORM TAP
D13445,415,12,27,1/8-27 PIPE TAP
D13445,415,13,16,.750 DIA. SUMO INSERT DRILL
D13445,415,14,30,2.25 DIA. CARB. DRILL
D13445,415,15,52,1.25 DIA. TURBO MILL
D13445,415,16,80,1.0 DIA. CARBIDE ENDMILL
D13445,415,17,52,1.25 DIA. TURBO MILL
